governor.position,governor.word,governor.tag,governor.category,governors.parent.category,conjunction.word,conjunction.tag,coordination.category,coordinations.parent.category,antecedent.category,no.conjuncts,L.conjunct,L.category,L.head.word,L.head.tag,L.head.category,L.words,L.tokens,L.syllables,L.chars,R.conjunct,R.category,R.head.word,R.head.tag,R.head.category,R.words,R.tokens,R.syllables,R.chars,sentence,sent_id,double.governor
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Polski samolot M-28 rozbił się,zdanie,rozbił,praet:sg:m3:perf,formaczas,5,5,12,30,"eksplodował kilka sekund po starcie z lotniska w Puerto Cabello, 200 km na zachód od Caracas",zdanie,eksplodował,praet:sg:m3:perf,formaczas,16,17,32,92,"Polski samolot M-28 rozbił się i eksplodował kilka sekund po starcie z lotniska w Puerto Cabello, 200 km na zachód od Caracas.",NKJP_1M_1305000000741/morph_1-p/morph_1.24-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Życie jest naszym obowiązkiem,zdanie,jest,fin:sg:ter:imperf,formaczas,4,4,9,29,leży u podstaw naszej natury,zdanie,leży,fin:sg:ter:imperf,formaczas,5,5,10,28,Życie jest naszym obowiązkiem i leży u podstaw naszej natury.,NKJP_1M_6203010001730/morph_8-p/morph_8.14-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,"Pojawia się w powietrzu długi, kościsty palec",zdanie,Pojawia,fin:sg:ter:imperf,formaczas,7,8,15,45,pisze musztardą na żaglu,zdanie,pisze,fin:sg:ter:imperf,formaczas,4,4,8,24,"Pojawia się w powietrzu długi, kościsty palec i pisze musztardą na żaglu.",NKJP_1M_0302000000005/morph_4-p/morph_4.22-s,
R,palec,subst:sg:nom:m3,formarzecz,fno,",",interp,fpt,fno,fno,2,długi,fpt,długi,adj:sg:nom:m3:pos,formaprzym,1,1,2,5,kościsty,fpt,kościsty,adj:sg:nom:m3:pos,formaprzym,1,1,3,8,"Pojawia się w powietrzu długi, kościsty palec i pisze musztardą na żaglu.",NKJP_1M_0302000000005/morph_4-p/morph_4.22-s,
R,oczach,subst:pl:loc:n,formarzecz,fno,",",interp,fpt,fno,fno,2,mikroskopijnych,fpt,mikroskopijnych,adj:pl:loc:n:pos,formaprzym,1,1,5,15,czerwonych,fpt,czerwonych,adj:pl:loc:n:pos,formaprzym,1,1,3,10,"Wirują mu musztardowe księżyce i słońca, a na samym dole żagla zjawia się łeb wieloryba o mikroskopijnych, czerwonych oczach.",NKJP_1M_0302000000005/morph_4-p/morph_4.66-s,
0,,,,,a,conj,zdanie,wypowiedzenie,,2,Wirują mu musztardowe księżyce i słońca,zdanie,Wirują,fin:pl:ter:imperf,formaczas,6,6,14,39,"na samym dole żagla zjawia się łeb wieloryba o mikroskopijnych, czerwonych oczach",zdanie,zjawia,fin:sg:ter:imperf,formaczas,12,13,26,81,"Wirują mu musztardowe księżyce i słońca, a na samym dole żagla zjawia się łeb wieloryba o mikroskopijnych, czerwonych oczach.",NKJP_1M_0302000000005/morph_4-p/morph_4.66-s,
L,Wirują,fin:pl:ter:imperf,formaczas,fwe,i,conj,fno,fno,zdanie,2,księżyce,fno,księżyce,subst:pl:nom:m3,formarzecz,1,1,3,8,słońca,fno,słońca,subst:pl:nom:n,formarzecz,1,1,2,6,"Wirują mu musztardowe księżyce i słońca, a na samym dole żagla zjawia się łeb wieloryba o mikroskopijnych, czerwonych oczach.",NKJP_1M_0302000000005/morph_4-p/morph_4.66-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Nadziałem je na haczyk,zdanie,Nadział~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,4,5,7,22,zarzuciłem,zdanie,zarzucił~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,1,2,4,10,Nadziałem je na haczyk i zarzuciłem.,NKJP_1M_0302000000005/morph_1-p/morph_1.47-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,3,Podpłynął księżyc,zdanie,Podpłynął,praet:sg:m3:perf,formaczas,2,2,5,17,zaczął ssać,zdanie,zaczął,praet:sg:m3:perf,formaczas,2,2,3,11,"Podpłynął księżyc, przywarł i zaczął ssać.",NKJP_1M_0302000000005/morph_1-p/morph_1.55-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Ostatkiem sił wyciągnąłem go na brzeg,zdanie,wyciągnął~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,6,7,11,37,przycisnąłem do serca,zdanie,przycisnął~em,praet:sg:m1:perf~aglt:sg:pri:imperf:wok,formaczas,3,4,7,21,Ostatkiem sił wyciągnąłem go na brzeg i przycisnąłem do serca.,NKJP_1M_0302000000005/morph_1-p/morph_1.83-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Ciepłe było,zdanie,było,praet:sg:n:imperf,formaczas,2,2,4,11,drżało mi w dłoniach,zdanie,drżało,praet:sg:n:imperf,formaczas,4,4,6,20,Ciepłe było i drżało mi w dłoniach.,NKJP_1M_0302000000005/morph_1-p/morph_1.37-s,
0,,,,,i,conj,fno,fno,,2,Prawdy,fno,Prawdy,subst:pl:nom:f,formarzecz,1,1,2,6,zmyślenia,fno,zmyślenia,subst:pl:nom:n,formarzecz,1,1,3,9,Prawdy i zmyślenia OSIEŁKA...,NKJP_1M_0302000000005/morph_6-p/morph_6.7-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Jego marzeniem było pływanie po ciepłych morzach,zdanie,było,praet:sg:n:imperf,formaczas,7,7,15,48,trafił jednak do Warszawy i w niej już pozostał na zawsze,zdanie,i,conj,spójnik,11,11,18,57,"Jego marzeniem było pływanie po ciepłych morzach, trafił jednak do Warszawy i w niej już pozostał na zawsze.",NKJP_1M_0302000000005/morph_6-p/morph_6.69-s,
L,",",interp,spójnik,zdanie,i,conj,zdanie,zdanie,zdanie,2,trafił jednak do Warszawy,zdanie,trafił,praet:sg:m1:perf,formaczas,4,4,8,25,w niej już pozostał na zawsze,zdanie,pozostał,praet:sg:m1:perf,formaczas,6,6,9,29,"Jego marzeniem było pływanie po ciepłych morzach, trafił jednak do Warszawy i w niej już pozostał na zawsze.",NKJP_1M_0302000000005/morph_6-p/morph_6.69-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,3,Zachrobotało w bramie,zdanie,Zachrobotało,praet:sg:n:perf,formaczas,3,3,8,21,błysnęła latarka Softa,zdanie,błysnęła,praet:sg:f:perf,formaczas,3,3,8,22,"Zachrobotało w bramie, zachrzęściło i błysnęła latarka Softa.",NKJP_1M_0302000000005/morph_2-p/morph_2.14-s,
0,,,,,;,interp,zdanie,wypowiedzenie,,4,Osiełek pochylił się i popędził,zdanie,i,conj,spójnik,5,5,11,31,pięty niemal uderzały w pośladki,zdanie,uderzały,praet:pl:f:imperf,formaczas,5,5,12,32,"Osiełek pochylił się i popędził; czuł za sobą blask latarki i piszczący, wściekły oddech sekretarza policji; pędząc wymachiwał rękami; pięty niemal uderzały w pośladki.",NKJP_1M_0302000000005/morph_2-p/morph_2.43-s,
R,oddech,subst:sg:acc:m3,formarzecz,fno,",",interp,fpt,fno,fno,2,piszczący,fpt,piszczący,pact:sg:acc:m3:imperf:aff,formaprzym,1,1,3,9,wściekły,fpt,wściekły,adj:sg:acc:m3:pos,formaprzym,1,1,2,8,"Osiełek pochylił się i popędził; czuł za sobą blask latarki i piszczący, wściekły oddech sekretarza policji; pędząc wymachiwał rękami; pięty niemal uderzały w pośladki.",NKJP_1M_0302000000005/morph_2-p/morph_2.43-s,
R,;,interp,spójnik,zdanie,i,conj,fwe,ff,zdanie,2,pochylił się,fwe,pochylił,praet:sg:m1:perf,formaczas,2,2,4,12,popędził,fwe,popędził,praet:sg:m1:perf,formaczas,1,1,3,8,"Osiełek pochylił się i popędził; czuł za sobą blask latarki i piszczący, wściekły oddech sekretarza policji; pędząc wymachiwał rękami; pięty niemal uderzały w pośladki.",NKJP_1M_0302000000005/morph_2-p/morph_2.43-s,
L,czuł,praet:sg:m1:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,blask latarki,fno,blask,subst:sg:acc:m3,formarzecz,2,2,4,13,"piszczący, wściekły oddech sekretarza policji",fno,oddech,subst:sg:acc:m3,formarzecz,5,6,14,45,"Osiełek pochylił się i popędził; czuł za sobą blask latarki i piszczący, wściekły oddech sekretarza policji; pędząc wymachiwał rękami; pięty niemal uderzały w pośladki.",NKJP_1M_0302000000005/morph_2-p/morph_2.43-s,
L,obrzęd,subst:sg:acc:m3,formarzecz,fno,i,conj,fpt,fpt,fno,2,ponury,fpt,ponury,adj:sg:acc:m3:pos,formaprzym,1,1,3,6,wyszukany,fpt,wyszukany,adj:sg:acc:m3:pos,formaprzym,1,1,4,9,"W Zurychu egzekucja zwłok stanowiła obrzęd jeszcze bardziej ponury i wyszukany, w zależności od sposobu pozbawienia się przez samobójcę życia.",NKJP_1M_3202000039/morph_1-p/morph_1.22-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Prowadziliśmy kilka miesięcy temu podobną rozmowę,zdanie,Prowadzili~śmy,praet:pl:m1:imperf~aglt:pl:pri:imperf:nwok,formaczas,6,7,18,49,"jednym z wniosków było stwierdzenie, że żadna formuła matematyczna nie jest w stanie wyrwać się z przestrzeni zdarzeń i zrobić autentycznej, śmierdzącej kupy na wycieraczce",zdanie,było,praet:sg:n:imperf,formaczas,25,27,52,172,"Prowadziliśmy kilka miesięcy temu podobną rozmowę i jednym z wniosków było stwierdzenie, że żadna formuła matematyczna nie jest w stanie wyrwać się z przestrzeni zdarzeń i zrobić autentycznej, śmierdzącej kupy na wycieraczce.",NKJP_1M_6203010001732/morph_9-p/morph_9.36-s,
L,jest,fin:sg:ter:imperf,formaczas,fwe,i,conj,fwe,fw,zdanie,2,wyrwać się z przestrzeni zdarzeń,fwe,wyrwać,inf:perf,formaczas,5,5,9,32,"zrobić autentycznej, śmierdzącej kupy na wycieraczce",fwe,zrobić,inf:perf,formaczas,6,7,16,52,"Prowadziliśmy kilka miesięcy temu podobną rozmowę i jednym z wniosków było stwierdzenie, że żadna formuła matematyczna nie jest w stanie wyrwać się z przestrzeni zdarzeń i zrobić autentycznej, śmierdzącej kupy na wycieraczce.",NKJP_1M_6203010001732/morph_9-p/morph_9.36-s,
R,kupy,subst:sg:gen:f,formarzecz,fno,",",interp,fpt,fno,fno,2,autentycznej,fpt,autentycznej,adj:sg:gen:f:pos,formaprzym,1,1,4,12,śmierdzącej,fpt,śmierdzącej,pact:sg:gen:f:imperf:aff,formaprzym,1,1,3,11,"Prowadziliśmy kilka miesięcy temu podobną rozmowę i jednym z wniosków było stwierdzenie, że żadna formuła matematyczna nie jest w stanie wyrwać się z przestrzeni zdarzeń i zrobić autentycznej, śmierdzącej kupy na wycieraczce.",NKJP_1M_6203010001732/morph_9-p/morph_9.36-s,
L,brak,subst:sg:nom:m3,formarzecz,fno,",",interp,fno,fno,fno,2,rozumu,fno,rozumu,subst:sg:gen:m3,formarzecz,1,1,3,6,bystrości,fno,bystrości,subst:sg:gen:f,formarzecz,1,1,3,9,"(brak wiedzy o życiu, umiejętności jej stosowania, brak rozumu, bystrości; bezmyślność)",NKJP_1M_6203010001732/morph_2-p/morph_2.17-s,
L,brak,subst:sg:nom:m3,formarzecz,fno,",",interp,fno,fno,fno,2,wiedzy o życiu,fno,wiedzy,subst:sg:gen:f,formarzecz,3,3,5,14,umiejętności jej stosowania,fno,umiejętności,subst:sg:gen:f,formarzecz,3,3,10,27,"(brak wiedzy o życiu, umiejętności jej stosowania, brak rozumu, bystrości; bezmyślność)",NKJP_1M_6203010001732/morph_2-p/morph_2.17-s,
0,,,,,;,interp,fno,fw,,3,"brak wiedzy o życiu, umiejętności jej stosowania",fno,brak,subst:sg:nom:m3,formarzecz,7,8,16,48,bezmyślność,fno,bezmyślność,subst:sg:nom:f,formarzecz,1,1,3,11,"(brak wiedzy o życiu, umiejętności jej stosowania, brak rozumu, bystrości; bezmyślność)",NKJP_1M_6203010001732/morph_2-p/morph_2.17-s,
L,skrzyżowaniu,subst:sg:loc:n,formarzecz,fno,i,conj,fno,fno,fno,2,ulicy Zamoyskiego,fno,ulicy,subst:sg:gen:f,formarzecz,2,2,8,17,Sabały,fno,Sabały,subst:sg:gen:m1,formarzecz,1,1,3,6,Siedzibą tej parafii jest usytuowany przy skrzyżowaniu ulicy Zamoyskiego i Sabały nowoczesny kościół Świętego Krzyża.,NKJP_1M_3302000000025/morph_8-p/morph_8.16-s,
0,,,,,a,conj,zdanie,wypowiedzenie,,2,Witraże projektował Jerzy Skąpski,zdanie,projektował,praet:sg:m1:imperf,formaczas,4,4,11,33,wykonali w 1991 r. Anna i Ireneusz Zarzyccy,zdanie,wykonali,praet:pl:m1:perf,formaczas,8,9,27,43,"Witraże projektował Jerzy Skąpski, a wykonali w 1991r. Anna i Ireneusz Zarzyccy.",NKJP_1M_3302000000025/morph_8-p/morph_8.79-s,
L,wykonali,praet:pl:m1:perf,formaczas,fwe,i,conj,fno,fno,zdanie,2,Anna,fno,Anna,subst:sg:nom:f,formarzecz,1,1,2,4,Ireneusz,fno,Ireneusz,subst:sg:nom:m1,formarzecz,1,1,4,8,"Witraże projektował Jerzy Skąpski, a wykonali w 1991r. Anna i Ireneusz Zarzyccy.",NKJP_1M_3302000000025/morph_8-p/morph_8.79-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Wracamy do szosy,zdanie,Wracamy,fin:pl:pri:imperf,formaczas,3,3,6,16,jedziemy w stronę sąsiedniego Falsztyna,zdanie,jedziemy,fin:pl:pri:imperf,formaczas,5,5,13,39,Wracamy do szosy i jedziemy w stronę sąsiedniego Falsztyna.,NKJP_1M_3302000000025/morph_6-p/morph_6.10-s,
L,eksponatów,subst:pl:gen:m3,formarzecz,fno,i,conj,fno,fno,fno,2,flory,fno,flory,subst:sg:gen:f,formarzecz,1,1,2,5,fauny,fno,fauny,subst:sg:gen:f,formarzecz,1,1,2,5,Osobna sala poświęcona jest na prezentację eksponatów flory i fauny w Tatrach.,NKJP_1M_3302000000025/morph_20-p/morph_20.13-s,
0,,,,,ale,conj,zdanie,wypowiedzenie,,2,"Siedział już w oknie, z nogami wystawionymi na zewnątrz",zdanie,Siedział,praet:sg:m1:imperf,formaczas,9,10,18,55,w porę obezwładnili go i ściągnęli z okna strażnicy miejscy,zdanie,i,conj,spójnik,10,10,21,59,"Siedział już w oknie, z nogami wystawionymi na zewnątrz, ale w porę obezwładnili go i ściągnęli z okna strażnicy miejscy.",NKJP_1M_1305000001652/morph_1-p/morph_1.53-s,
L,ale,conj,spójnik,zdanie,i,conj,zdanie,zdanie,zdanie,2,w porę obezwładnili go,zdanie,obezwładnili,praet:pl:m1:perf,formaczas,4,4,9,22,ściągnęli z okna strażnicy miejscy,zdanie,ściągnęli,praet:pl:m1:perf,formaczas,5,5,11,34,"Siedział już w oknie, z nogami wystawionymi na zewnątrz, ale w porę obezwładnili go i ściągnęli z okna strażnicy miejscy.",NKJP_1M_1305000001652/morph_1-p/morph_1.53-s,
L,Komisji,subst:sg:gen:f,formarzecz,fno,i,conj,fno,fno,fno,2,Rolnictwa,fno,Rolnictwa,subst:sg:gen:n,formarzecz,1,1,3,9,Rozwoju Wsi,fno,Rozwoju,subst:sg:gen:m3,formarzecz,2,2,4,11,Kontrolę prywatyzacji jednoosobowych spółek Agencji WRSP Izba przeprowadziła na zlecenie sejmowej Komisji Rolnictwa i Rozwoju Wsi.,NKJP_1M_1305000001998/morph_1-p/morph_1.17-s,
L,W,prep:acc:nwok,przyimek,fpm,i,conj,fno,fpm,fpm,2,sobotę,fno,sobotę,subst:sg:acc:f,formarzecz,1,1,3,6,niedzielę,fno,niedzielę,subst:sg:acc:f,formarzecz,1,1,3,9,W sobotę i niedzielę członkowie czternastu bractw rycerskich dali popis średniowiecznych sztuk walki.,NKJP_1M_1305000001061/morph_1-p/morph_1.14-s,
L,zmagania,subst:pl:acc:n,formarzecz,fno,",",interp,fno,fno,fno,2,łuczników,fno,łuczników,subst:pl:gen:m1,formarzecz,1,1,3,9,kawalerzystów,fno,kawalerzystów,subst:pl:gen:m1,formarzecz,1,1,5,13,"Turniejowe emocje podgrzewały zmagania łuczników, kawalerzystów, a także pojedynki rycerzy używających mieczy, włóczni oraz ciężkich toporów.",NKJP_1M_1305000001061/morph_1-p/morph_1.34-s,
L,podgrzewały,praet:pl:f:imperf,formaczas,fwe,a~także,conj~qub,fno,fw,zdanie,2,"zmagania łuczników, kawalerzystów",fno,zmagania,subst:pl:acc:n,formarzecz,3,4,11,33,"pojedynki rycerzy używających mieczy, włóczni oraz ciężkich toporów",fno,pojedynki,subst:pl:acc:m3,formarzecz,8,9,23,67,"Turniejowe emocje podgrzewały zmagania łuczników, kawalerzystów, a także pojedynki rycerzy używających mieczy, włóczni oraz ciężkich toporów.",NKJP_1M_1305000001061/morph_1-p/morph_1.34-s,
L,używających,pact:pl:gen:m1:imperf:aff,formaprzym,fpt,oraz,conj,fno,fw,fpt,3,mieczy,fno,mieczy,subst:pl:gen:m3,formarzecz,1,1,2,6,ciężkich toporów,fno,toporów,subst:pl:gen:m3,formarzecz,2,2,5,16,"Turniejowe emocje podgrzewały zmagania łuczników, kawalerzystów, a także pojedynki rycerzy używających mieczy, włóczni oraz ciężkich toporów.",NKJP_1M_1305000001061/morph_1-p/morph_1.34-s,
L,miejsca,subst:pl:acc:n,formarzecz,fno,lub,conj,fpm,fw,fno,3,przy stołach biesiadnych,fpm,przy,prep:loc,przyimek,3,3,6,24,obok sceny,fpm,obok,prep:gen,przyimek,2,2,4,10,"Licznie przybyła publiczność zajęła miejsca przy stołach biesiadnych, na obszernym trawniku lub obok sceny.",NKJP_1M_1305000001061/morph_1-p/morph_1.50-s,
L,są,fin:pl:ter:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,urodziny Krzysztofa,fno,urodziny,subst:pl:nom:n,formarzecz,2,2,7,19,rocznica naszego ślubu,fno,rocznica,subst:sg:nom:f,formarzecz,3,3,8,22,"Dopiero w dwie godziny po porannym otwarciu oczu uświadomiłam sobie, że dziś są urodziny Krzysztofa i rocznica naszego ślubu.",NKJP_1M_2004000065/morph_2-p/morph_2.22-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Siatkarki Nafty Piła wygrały piątkowy mecz półfinału play off z Melnoxem Autopartem Lobo Mielec,zdanie,wygrały,praet:pl:f:perf,formaczas,14,14,33,95,"awansowały do finału mistrzostw Polski, w którym zmierzą się z Augusto Kalisz",zdanie,awansowały,praet:pl:f:perf,formaczas,12,13,25,77,"Siatkarki Nafty Piła wygrały piątkowy mecz półfinału play off z Melnoxem Autopartem Lobo Mielec i awansowały do finału mistrzostw Polski, w którym zmierzą się z Augusto Kalisz.",NKJP_1M_1305000001336/morph_1-p/morph_1.29-s,
L,uroczystość,subst:sg:nom:f,formarzecz,fno,oraz,conj,fno,fno,fno,2,otwarcia,fno,otwarcia,ger:sg:gen:n:perf:aff,formarzecz,1,1,3,8,poświęcenia,fno,poświęcenia,ger:sg:gen:n:perf:aff,formarzecz,1,1,4,11,1 czerwca w Wodzisławiu odbyła się uroczystość otwarcia oraz poświęcenia Ośrodka Rehabilitacji dla Dzieci Niepełnosprawnych Ruchowo.,NKJP_1M_1202900086/morph_8-p/morph_8.17-s,
L,sprawdzać,inf:imperf,formaczas,fwe,i,conj,fwe,ff,fwe,2,wyłączyłeś żelazko,fwe,wyłączył~eś,praet:sg:m1:perf~aglt:sg:sec:imperf:wok,formaczas,2,3,7,18,zamknąłeś drzwi do mieszkania,fwe,zamknął~eś,praet:sg:m1:perf~aglt:sg:sec:imperf:wok,formaczas,4,5,8,29,"Powinieneś więc po dwa razy sprawdzać, czy wyłączyłeś żelazko i zamknąłeś drzwi do mieszkania.",NKJP_1M_1202900086/morph_1-p/morph_1.56-s,
L,tydzień,subst:sg:nom:m3,formarzecz,fno,i,conj,fno,fno,fno,2,zadumy,fno,zadumy,subst:sg:gen:f,formarzecz,1,1,3,6,refleksji nad sobą,fno,refleksji,subst:sg:gen:f,formarzecz,3,3,6,18,Czeka Cię tydzień zadumy i refleksji nad sobą.,NKJP_1M_1202900086/morph_1-p/morph_1.9-s,
L,okres,subst:sg:nom:m3,formarzecz,fno,i,conj,fno,fno,fno,2,roztargnienia,fno,roztargnienia,subst:sg:gen:n,formarzecz,1,1,4,13,zapominania o ważnych sprawach,fno,zapominania,ger:sg:gen:n:imperf:aff,formarzecz,4,4,10,30,Będzie to okres roztargnienia i zapominania o ważnych sprawach.,NKJP_1M_1202900086/morph_1-p/morph_1.37-s,
L,mówi,fin:sg:ter:imperf,formaczas,fwe,",",interp,zdanie,fw,zdanie,2,Wiesz co,zdanie,Wiesz,fin:sg:sec:imperf,formaczas,2,2,2,8,na złote kolczyki już nie starczy pieniędzy,zdanie,starczy,fin:sg:ter:perf,formaczas,7,7,13,43,"Po kilku kolejkach jeden z nich mówi: - Wiesz co, na złote kolczyki już nie starczy pieniędzy.",NKJP_1M_1202900086/morph_6-p/morph_6.39-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Mój brat też się z Wezyratem bił,zdanie,bił,praet:sg:m1:imperf,formaczas,7,7,10,32,już do domu nie wrócił,zdanie,wrócił,praet:sg:m1:perf,formaczas,5,5,7,22,Mój brat też się z Wezyratem bił i już do domu nie wrócił.,NKJP_1M_2002000197/morph_6-p/morph_6.46-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Jest promotorem 20 prac magisterskich oraz jednej rozprawy doktorskiej,zdanie,Jest,fin:sg:ter:imperf,formaczas,9,9,23,70,obecnie opiekuje się 4 doktorantami,zdanie,opiekuje,fin:sg:ter:imperf,formaczas,5,5,15,35,"Jest promotorem 20 prac magisterskich oraz jednej rozprawy doktorskiej, obecnie opiekuje się 4 doktorantami.",NKJP_1M_1103000020/morph_1-p/morph_1.46-s,
L,promotorem,subst:sg:inst:m1,formarzecz,fno,oraz,conj,fno,fno,fno,2,20 prac magisterskich,fno,20,num:pl:gen:f:congr,formalicz,3,3,8,21,jednej rozprawy doktorskiej,fno,rozprawy,subst:sg:gen:f,formarzecz,3,3,8,27,"Jest promotorem 20 prac magisterskich oraz jednej rozprawy doktorskiej, obecnie opiekuje się 4 doktorantami.",NKJP_1M_1103000020/morph_1-p/morph_1.46-s,
L,oraz,conj,spójnik,fno,i,conj,fno,fno,fno,2,proseminarium,fno,proseminarium,subst:sg:acc:n,formarzecz,1,1,5,13,seminarium magisterskie,fno,seminarium,subst:sg:acc:n,formarzecz,2,2,8,23,"Od 1992 r. prowadzi wykłady z historii Europy Wschodniej dla studentów historii oraz proseminarium i seminarium magisterskie, a także wykłady z historii Rosji dla studentów filologii rosyjskiej.",NKJP_1M_1103000020/morph_1-p/morph_1.30-s,
L,prowadzi,fin:sg:ter:imperf,formaczas,fwe,a,conj,fno,fw,zdanie,2,wykłady z historii Europy Wschodniej dla studentów historii oraz proseminarium i seminarium magisterskie,fno,oraz,conj,spójnik,13,13,36,104,także wykłady z historii Rosji dla studentów filologii rosyjskiej,fno,wykłady,subst:pl:acc:m3,formarzecz,9,9,22,65,"Od 1992 r. prowadzi wykłady z historii Europy Wschodniej dla studentów historii oraz proseminarium i seminarium magisterskie, a także wykłady z historii Rosji dla studentów filologii rosyjskiej.",NKJP_1M_1103000020/morph_1-p/morph_1.30-s,
R,a,conj,spójnik,fno,oraz,conj,fno,fno,fno,2,wykłady z historii Europy Wschodniej dla studentów historii,fno,wykłady,subst:pl:acc:m3,formarzecz,8,8,20,59,proseminarium i seminarium magisterskie,fno,i,conj,spójnik,4,4,14,39,"Od 1992 r. prowadzi wykłady z historii Europy Wschodniej dla studentów historii oraz proseminarium i seminarium magisterskie, a także wykłady z historii Rosji dla studentów filologii rosyjskiej.",NKJP_1M_1103000020/morph_1-p/morph_1.30-s,
L,wywozili,praet:pl:m1:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,byczki,fno,byczki,subst:pl:acc:m2,formarzecz,1,1,2,6,jałówkę,fno,jałówkę,subst:sg:acc:f,formarzecz,1,1,3,7,"Wpadli, bo ich star, którym wywozili byczki i jałówkę z pastwiska, ugrzązł w błocie.",NKJP_1M_1305000000738/morph_1-p/morph_1.40-s,
L,było,praet:sg:n:imperf,formaczas,fwe,i,conj,fno,fno,zdanie,2,pięć byczków,fno,pięć,num:pl:nom:m2:rec,formalicz,2,2,3,12,jałówka,fno,jałówka,subst:sg:nom:f,formarzecz,1,1,3,7,W ich ciężarówce było pięć byczków i jałówka o wartości około 8 tys. zł.,NKJP_1M_1305000000738/morph_1-p/morph_1.56-s,
0,,,,,;,interp,zdanie,wypowiedzenie,,2,"Woody Allen w najnowszym filmie co drugie słowo mówi ""fuck""",zdanie,mówi,fin:sg:ter:imperf,formaczas,10,12,18,59,"czy to znaczy, że nie jest już intelektualistą, lecz knajakiem",zdanie,znaczy,fin:sg:ter:imperf,formaczas,10,12,19,62,"Woody Allen w najnowszym filmie co drugie słowo mówi ""fuck""; czy to znaczy, że nie jest już intelektualistą, lecz knajakiem?",NKJP_1M_1104000000300/morph_2-p/morph_2.79-s,
L,jest,fin:sg:ter:imperf,formaczas,fwe,lecz,conj,fno,fw,zdanie,2,intelektualistą,fno,intelektualistą,subst:sg:inst:m1,formarzecz,1,1,7,15,knajakiem,fno,knajakiem,subst:sg:inst:m1,formarzecz,1,1,3,9,"Woody Allen w najnowszym filmie co drugie słowo mówi ""fuck""; czy to znaczy, że nie jest już intelektualistą, lecz knajakiem?",NKJP_1M_1104000000300/morph_2-p/morph_2.79-s,
L,dają,fin:pl:ter:imperf,formaczas,fwe,albo,conj,fwe,fl,fwe,2,mówiąc czułe słówka,fwe,mówiąc,pcon:imperf,formaczas,3,3,6,19,klnąc,fwe,klnąc,pcon:imperf,formaczas,1,1,1,5,"Ludzie zaś mają oprócz gestów swoje emocje i tym emocjom dają wyraz, mówiąc czułe słówka albo klnąc.",NKJP_1M_1104000000300/morph_2-p/morph_2.53-s,
0,,,,,i,conj,fwe,ff,,2,mają oprócz gestów swoje emocje,fwe,mają,fin:pl:ter:imperf,formaczas,5,5,11,31,"tym emocjom dają wyraz, mówiąc czułe słówka albo klnąc",fwe,dają,fin:pl:ter:imperf,formaczas,9,10,17,54,"Ludzie zaś mają oprócz gestów swoje emocje i tym emocjom dają wyraz, mówiąc czułe słówka albo klnąc.",NKJP_1M_1104000000300/morph_2-p/morph_2.53-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,W niedzielę zostali oni otoczeni wśród czukockich wzgórz przez milicję,zdanie,zostali,praet:pl:m1:perf,formaczas,10,10,22,70,jednak pościg utrudniała gęsta mgła i deszcz,zdanie,utrudniała,praet:sg:f:imperf,formaczas,7,7,13,44,"W niedzielę zostali oni otoczeni wśród czukockich wzgórz przez milicję, jednak pościg utrudniała gęsta mgła i deszcz.",NKJP_1M_1305000001064/morph_1-p/morph_1.49-s,
L,utrudniała,praet:sg:f:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,gęsta mgła,fno,mgła,subst:sg:nom:f,formarzecz,2,2,3,10,deszcz,fno,deszcz,subst:sg:nom:m3,formarzecz,1,1,1,6,"W niedzielę zostali oni otoczeni wśród czukockich wzgórz przez milicję, jednak pościg utrudniała gęsta mgła i deszcz.",NKJP_1M_1305000001064/morph_1-p/morph_1.49-s,
L,życiu,subst:sg:loc:n,formarzecz,fno,i,conj,fno,fno,fno,2,dzieci,fno,dzieci,subst:pl:gen:n,formarzecz,1,1,2,6,młodzieży,fno,młodzieży,subst:sg:gen:f,formarzecz,1,1,3,9,Jej celem jest ukazanie roli mediów w życiu dzieci i młodzieży.,NKJP_1M_1305000001753/morph_1-p/morph_1.27-s,
